-1.9549715075220171e+000	5.7522389387175271e-003
-1.9489795919999999e+000	5.3734491766514745e-003
-1.9426694304489152e+000	6.1871428713812177e-003
-1.9362244900000001e+000	5.3617388006432110e-003
-1.9285124254248376e+000	4.8413159594739817e-003
-1.9234693880000000e+000	4.8008669271818799e-003
-1.9157728413548720e+000	4.8562131724044439e-003
-1.9107142859999999e+000	4.9246671791857268e-003
-1.9032145905811642e+000	5.0451903508794849e-003
-1.8979591840000001e+000	4.2086117504784581e-003
-1.8901687890690551e+000	4.7661188174314651e-003
-1.8852040820000000e+000	4.1689548930994927e-003
-1.8777044212332652e+000	5.0452236168967556e-003
-1.8724489799999999e+000	4.1483773171246720e-003
-1.8662841417844582e+000	6.3266532744140330e-003
-1.8596938780000001e+000	9.1126017635732113e-003
-1.8511919389044675e+000	4.0830364149646468e-003
-1.8469387760000000e+000	4.8417933357311092e-003
-1.8404075006431224e+000	5.9748736164333951e-003
-1.8341836739999999e+000	4.9564379637182425e-003
-1.8276204785254326e+000	5.9442307972230983e-003
-1.8214285710000000e+000	6.8861055360518834e-003
-1.8143288834055600e+000	5.4291978648083813e-003
-1.8086734689999999e+000	4.7814866431678833e-003
-1.8040184933637016e+000	7.7761213599575225e-003
-1.7995601703016124e+000	1.2244898000000001e-002
-1.7989758571415533e+000	1.5180088555067695e-002
-1.7959183670000001e+000	1.5871570510059531e-002
-1.7907048570632140e+000	1.9484826427986296e-002
-1.7854057367992640e+000	2.4489796000000001e-002
-1.7862365471665838e+000	2.7440146899196015e-002
-1.7831632650000000e+000	2.6379515114006359e-002
-1.7774110279737156e+000	3.1212546418689018e-002
-1.7730566396184853e+000	3.6734693999999998e-002
-1.7745876796677402e+000	4.0747030027244384e-002
-1.7737479594012091e+000	4.8979592000000002e-002
-1.7759690343497931e+000	5.4318028530679241e-002
-1.7745159143864249e+000	6.1224489999999999e-002
-1.7763166922723093e+000	6.6896678138475218e-002
-1.7704081629999999e+000	6.7038598531734286e-002
-1.7671870114431698e+000	6.1224489999999999e-002
-1.7653705032228766e+000	5.6388336582365341e-002
-1.7626883683532100e+000	4.8979592000000002e-002
-1.7576530610000001e+000	3.8567736409236678e-002
-1.7544844365179892e+000	3.6734693999999998e-002
-1.7448979590000000e+000	3.1510105570308471e-002
-1.7342626884009116e+000	2.4489796000000001e-002
-1.7321428569999999e+000	2.2725702655304849e-002
-1.7197848494993535e+000	1.2626108721869879e-002
-1.7193877550000001e+000	1.2301492081882387e-002
-1.7193375536576108e+000	1.2244898000000001e-002
-1.7066326530000000e+000	8.3768175891259389e-003
-1.7037772055926641e+000	9.5036684710481881e-003
-1.6951625521318472e+000	1.2244898000000001e-002
-1.6941805273073516e+000	1.2535755256958067e-002
-1.6938775509999999e+000	1.2659684585335682e-002
-1.6816836264194741e+000	1.2783628326214784e-002
-1.6811224490000001e+000	1.2749067104200150e-002
-1.6698908584300147e+000	1.3707468982369591e-002
-1.6683673470000000e+000	1.3965108059530856e-002
-1.6598357422270675e+000	1.6299455364474656e-002
-1.6556122449999999e+000	1.7019236538113096e-002
-1.6489025549369885e+000	1.8048493497425735e-002
-1.6428571430000001e+000	1.9409810633519077e-002
-1.6389995496799559e+000	2.0786506388562762e-002
-1.6363887304571110e+000	2.4489796000000001e-002
-1.6355945871881712e+000	2.9762640375093560e-002
-1.6328724365199432e+000	3.6734693999999998e-002
-1.6322587951075584e+000	3.8805177956783253e-002
-1.6301020410000000e+000	3.9200862330037389e-002
-1.6244920734900608e+000	3.6734693999999998e-002
-1.6186458299772741e+000	2.5736731346329873e-002
-1.6181768580888616e+000	2.4489796000000001e-002
-1.6173469389999999e+000	2.3619415946081305e-002
-1.6157335727089883e+000	2.2940964350509803e-002
-1.6045918370000001e+000	2.0569054441727078e-002
-1.6005254486431881e+000	2.0586063151956168e-002
-1.5918367350000000e+000	1.9940644518327687e-002
-1.5865063178179457e+000	1.9372595471795533e-002
-1.5790816329999999e+000	1.8609829756299111e-002
-1.5728843470434732e+000	1.8540401442864934e-002
-1.5663265310000001e+000	1.9106261699967805e-002
-1.5612732933824667e+000	1.9638687855474058e-002
-1.5535714290000000e+000	1.9929357885540611e-002
-1.5485027134996558e+000	1.9623829087878655e-002
-1.5408163269999999e+000	1.8566349553242857e-002
-1.5336119712008052e+000	1.7573614929815871e-002
-1.5280612240000000e+000	1.7510390408780097e-002
-1.5223665226552630e+000	1.9022882673335306e-002
-1.5153061219999999e+000	2.4371508170181019e-002
-1.5152458155172184e+000	2.4431901776151475e-002
-1.5152037690255102e+000	2.4489796000000001e-002
-1.5097726338795319e+000	3.1422545369644568e-002
-1.5063103853940862e+000	3.6734693999999998e-002
-1.5050217103035632e+000	3.9106556706916630e-002
-1.5025510200000001e+000	4.1959470151150383e-002
-1.4989990913028113e+000	4.5569740428421088e-002
-1.4948791876034364e+000	4.8979592000000002e-002
-1.4919149416658377e+000	5.1013854732494507e-002
-1.4897959180000000e+000	5.1652244418341042e-002
-1.4818408729483328e+000	5.3587646700505476e-002
-1.4770408159999999e+000	5.3680383501519956e-002
-1.4687914055622953e+000	5.3305055928062915e-002
-1.4642857140000001e+000	5.2627333960082318e-002
-1.4548129633445843e+000	5.2130649311387833e-002
-1.4515306120000000e+000	5.1939458546290465e-002
-1.4432463265275413e+000	5.3271575894480616e-002
-1.4387755099999999e+000	5.4697714054620684e-002
-1.4344001931080388e+000	5.7024185756275284e-002
-1.4298043066533395e+000	6.1224489999999999e-002
-1.4283308113302975e+000	6.3442477211576392e-002
-1.4260204080000001e+000	6.6899862865586052e-002
-1.4240729938662904e+000	7.1599870419424519e-002
-1.4236736936459202e+000	7.3469387999999997e-002
-1.4225054993004504e+000	8.2339973626386870e-002
-1.4226201955352769e+000	8.5714286000000001e-002
-1.4233006103297665e+000	9.5348178219517243e-002
-1.4237008142949117e+000	9.7959184000000005e-002
-1.4248738829968770e+000	1.0910341798981085e-001
